Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Is Anomaly,Color
ISSUE-0058,KEY-0058,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,In Progress,Reporter 1,Assignee 15,2023-02-27 11:14:00,2026-03-22 04:52:05.816519,15,10,Critical,HR,Steps to resolve Insufficient Coverage in Annual Risk Assessment,7213.516458853472,KPI,User_11,2023-02-27 19:02:00,login,USA,EU,472,1,4.491336204721412,0.8648285515980262,44.33388830127376,5870.426779332369,6.4,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0059,KEY-0059,Weak Authentication Protocols,1,Access Control,Low,Open,Reporter 1,Assignee 8,2023-02-28 12:20:00,2026-02-01 04:52:05.816519,8,6,High,C-Suite Executives,Steps to resolve Weak Authentication Protocols,10757.390088277036,KPI,User_41,2023-02-28 22:14:00,login,CN,EU,345,1,5.874807548930967,0.1683866745626349,35.350379154338434,5215.546148144106,3.9000000000000004,Low,No Action Needed,0,Green
ISSUE-0060,KEY-0060,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Closed,Reporter 1,Assignee 6,2023-03-01 09:37:00,2023-03-07 09:37:00.000000,6,2,Low,IT,Steps to resolve Successful Phishing Attempt Targeting Executives,8006.349497664672,KRI,User_76,2023-03-01 10:53:00,data_modification,AU,USA,91,13,6.77985463841004,3.049187403743407,21.317963576570378,4325.110673367779,2.2,Low,No Action Needed,0,Green
ISSUE-0061,KEY-0061,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Resolved,Reporter 6,Assignee 5,2023-03-02 22:04:00,2023-03-08 22:04:00.000000,6,10,Critical,External Contractors,Steps to resolve Insufficient Coverage in Annual Risk Assessment,9499.26697306979,KPI,User_79,2023-03-03 20:11:00,data_modification,AU,CANADA,1856,15,5.920138293975474,15.842723321840696,33.70108921396081,15070.584114711024,6.8,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0062,KEY-0062,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,In Progress,Reporter 4,Assignee 19,2023-03-03 19:29:00,2026-03-03 04:52:05.816519,6,10,Critical,External Contractors,Steps to resolve Unauthorized Access Leading to Data Exposure,7988.566139709292,KRI,User_48,2023-03-04 18:24:00,data_modification,UK,FR,92,5,8.151725564089594,4.216353093452688,17.05734035331703,4387.20688316914,4.8,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0063,KEY-0063,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,In Progress,Reporter 5,Assignee 10,2023-03-04 19:17:00,2025-12-14 04:52:05.816519,19,3,Low,C-Suite Executives,Steps to resolve Delayed Patching of Known Vulnerabilities,8592.24215867455,KPI,User_73,2023-03-05 00:16:00,login,EU,JP,221,1,10.416331545771154,0.1,37.427407789183206,5833.458294784828,2.4000000000000004,Low,No Action Needed,0,Green
ISSUE-0064,KEY-0064,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Closed,Reporter 4,Assignee 2,2023-03-05 13:43:00,2023-03-10 13:43:00.000000,5,4,Medium,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,4075.6969717042957,KRI,User_32,2023-03-06 03:39:00,data_modification,UK,UK,1530,14,4.197280213963367,139.5901844240291,38.61630884718778,10966.983985591267,3.4499999999999997,Low,No Action Needed | Limit Data Transfer,0,Green
ISSUE-0065,KEY-0065,Insufficient Access Control Measures,1,Control Effectiveness,Medium,In Progress,Reporter 10,Assignee 5,2023-03-06 02:03:00,2025-11-10 04:52:05.816519,16,5,Medium,Legal,Steps to resolve Insufficient Access Control Measures,4554.4051213520725,KPI,User_95,2023-03-06 17:41:00,login,IN,USA,162,1,4.236969153865729,0.1,25.567655504101673,3089.1409707462503,3.9,Low,Log for Reference,0,Green-Yellow
ISSUE-0066,KEY-0066,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Resolved,Reporter 9,Assignee 11,2023-03-07 21:54:00,2023-03-13 21:54:00.000000,6,10,Critical,Finance,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,9991.294793443392,KRI,User_28,2023-03-08 02:23:00,data_modification,AU,AU,2411,13,9.386300197924456,4.805867557508656,31.039409439520114,17266.492388056166,6.05,Medium,Routine Monitoring,0,Yellow
ISSUE-0067,KEY-0067,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Closed,Reporter 6,Assignee 4,2023-03-08 16:47:00,2023-03-16 16:47:00.000000,8,10,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,81591.48920813885,KRI,User_39,2023-03-08 22:43:00,data_modification,EU,DE,77,6,5.331020445288438,0.2581903650251324,38.093976439008856,3290.040793360521,7.1000000000000005,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0068,KEY-0068,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,In Progress,Reporter 2,Assignee 15,2023-03-09 12:38:00,2026-03-27 04:52:05.816519,5,10,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,16397.346246045778,KRI,User_27,2023-03-10 06:59:00,file_access,USA,UK,111,8,7.7169803389253815,41.073347447887514,43.9166262013817,3712.2106356639897,4.9,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0069,KEY-0069,Outdated Operating System Components,1,System Vulnerability,High,Open,Reporter 2,Assignee 2,2023-03-10 20:38:00,2026-01-16 04:52:05.816519,8,10,Critical,HR,Steps to resolve Outdated Operating System Components,9904.55875011894,KPI,User_29,2023-03-11 04:08:00,data_modification,FR,DE,619,6,3.8032860415846383,2.944904736444167,39.692541497977466,7648.059520584973,6.65,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0070,KEY-0070,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,In Progress,Reporter 8,Assignee 7,2023-03-12 03:57:00,2026-02-15 04:52:05.816519,18,8,High,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,10429.908765309716,KRI,User_91,2023-03-12 12:44:00,file_access,AU,FR,1160,11,7.913950393133947,2.0204621868757693,33.03819632297104,9194.617774346698,5.3999999999999995,Medium,Routine Monitoring,0,Yellow
ISSUE-0071,KEY-0071,Supplier Security Compliance Gaps,1,Procurement Security,High,Resolved,Reporter 4,Assignee 13,2023-03-12 05:43:00,2023-03-17 05:43:00.000000,5,10,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,5511.678586775218,KPI,User_35,2023-03-12 12:36:00,data_modification,IN,DE,2632,5,3.5266243535801074,1.2041093713759072,34.45769629122844,17259.44820162413,6.5,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0072,KEY-0072,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Closed,Reporter 3,Assignee 12,2023-03-13 19:48:00,2023-03-27 19:48:00.000000,14,10,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,29013.885753828334,KPI,User_99,2023-03-14 01:08:00,file_access,IN,EU,1193,10,2.787322647981034,14.300891699752409,51.385317069235924,8422.128662216646,7.05,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0073,KEY-0073,Insufficient Access Control Measures,1,Control Effectiveness,Low,Open,Reporter 5,Assignee 9,2023-03-14 22:03:00,2026-01-08 04:52:05.816519,9,6,High,Finance,Steps to resolve Insufficient Access Control Measures,7841.1022678398185,KPI,User_31,2023-03-15 08:39:00,file_access,USA,AU,835,7,5.1584625274964155,9.734944726133659,30.02028748699606,7465.484327582253,4.15,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0074,KEY-0074,Unauthorized Access Leading to Data Exposure,1,Data Breach,High,Open,Reporter 5,Assignee 9,2023-03-15 07:07:00,2025-12-15 04:52:05.816519,11,10,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,47289.72596814856,KRI,User_46,2023-03-15 08:08:00,login,UK,USA,17,1,2.9521985485298177,0.9027199157666569,24.02551177043952,4755.272775111856,6.3,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0075,KEY-0075,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Open,Reporter 5,Assignee 7,2023-03-16 06:12:00,2026-03-19 04:52:05.816519,4,9,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,5530.077764206594,KPI,User_4,2023-03-16 09:15:00,file_access,JP,Unknown,112,4,12.256669116509482,0.6789054107976493,33.773130815532326,4124.227974076754,4.6,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0076,KEY-0076,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Open,Reporter 4,Assignee 12,2023-03-17 10:05:00,2026-03-15 04:52:05.816519,56,10,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,8225.347563890182,KRI,User_37,2023-03-18 08:21:00,file_access,CANADA,USA,971,9,3.751260323463172,2.4665932596487914,18.93660795863849,9099.29100033262,7.15,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0077,KEY-0077,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Critical,Open,Reporter 7,Assignee 12,2023-03-18 23:19:00,2025-12-26 04:52:05.816519,41,10,Critical,Legal,Steps to resolve Insufficient Coverage in Annual Risk Assessment,12721.62339378196,KPI,User_48,2023-03-19 22:15:00,file_access,UK,CANADA,389,6,3.924986287182147,5.912212334020625,33.424518389571354,6238.641554335202,7.15,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0078,KEY-0078,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Closed,Reporter 7,Assignee 5,2023-03-19 10:09:00,2023-03-23 10:09:00.000000,4,1,Low,Sales,Steps to resolve Weak Cloud Storage Access Controls,4200.025230880167,KRI,User_83,2023-03-20 00:40:00,login,FR,FR,52,2,7.912135268968601,0.45521714996764695,34.93080931915207,4219.608245015493,1.8,Low,No Action Needed,0,Green
ISSUE-0079,KEY-0079,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Open,Reporter 1,Assignee 14,2023-03-20 19:02:00,2025-11-03 04:52:05.816519,15,9,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,13053.710108688694,KRI,User_3,2023-03-21 17:06:00,data_modification,USA,EU,1494,9,7.630009565821904,46.44762462543224,35.40315889348764,10866.678596444504,5.95,Medium,Routine Monitoring,0,Yellow
ISSUE-0080,KEY-0080,Outdated Operating System Components,1,System Vulnerability,Critical,Open,Reporter 7,Assignee 17,2023-03-21 16:06:00,2025-11-14 04:52:05.816519,13,10,Critical,IT,Steps to resolve Outdated Operating System Components,27202.32768983986,KPI,User_37,2023-03-22 06:15:00,data_modification,CN,USA,1202,10,4.69665726792824,0.9397110729984194,22.373548390778836,11231.84365658801,7.300000000000001,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0081,KEY-0081,Inconsistent Review of Security Policies,1,Management Oversight,High,Open,Reporter 9,Assignee 1,2023-03-22 15:52:00,2026-03-12 04:52:05.816519,16,10,Critical,External Contractors,Steps to resolve Inconsistent Review of Security Policies,11229.822522424098,KPI,User_31,2023-03-22 21:08:00,data_modification,DE,EU,664,7,3.3078468648186177,24.02225223664938,38.59160172495111,6914.909183078949,6.65,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0082,KEY-0082,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Closed,Reporter 10,Assignee 3,2023-03-23 18:03:00,2023-04-01 18:03:00.000000,9,8,High,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,6042.733659467046,KPI,User_96,2023-03-24 02:47:00,file_access,FR,DE,1308,14,9.2495000256419,16.68987673048556,38.907364666942904,10457.253717899079,5.55,Medium,Routine Monitoring,0,Yellow
ISSUE-0083,KEY-0083,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Closed,Reporter 1,Assignee 1,2023-03-24 18:36:00,2023-03-27 18:36:00.000000,3,3,Low,Finance,Steps to resolve Incomplete Risk Management Framework,9572.55666894595,KPI,User_11,2023-03-25 17:36:00,data_modification,CN,DE,5141,6,3.7847900864894695,0.1,53.94244173675103,30475.856425788457,2.3000000000000003,Low,No Action Needed,0,Green
ISSUE-0084,KEY-0084,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 8,Assignee 9,2023-03-25 12:34:00,2023-04-07 12:34:00.000000,13,10,Critical,HR,Steps to resolve High-Volume Distributed Denial-of-Service Attack,11660.904734449618,KRI,User_1,2023-03-26 02:09:00,file_access,EU,AU,82,10,5.551050792973742,0.9671832500277608,43.66069701054079,4665.458465417127,6.6000000000000005,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0085,KEY-0085,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Resolved,Reporter 8,Assignee 14,2023-03-26 10:15:00,2023-03-31 10:15:00.000000,5,10,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,16339.425334392816,KPI,User_88,2023-03-27 05:51:00,file_access,JP,AU,184,19,8.38430744853052,0.9540690672877051,10.647674553772589,5751.228918542629,6.5,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0086,KEY-0086,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,In Progress,Reporter 1,Assignee 19,2023-03-27 06:41:00,2026-01-15 04:52:05.816519,13,10,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,10805.579335345568,KRI,User_4,2023-03-27 18:31:00,file_access,AU,Unknown,284,7,3.252397180696705,0.1,37.17585391896369,5869.966615944735,6.500000000000001,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0087,KEY-0087,Inadequate Firewall Configurations,1,Network Security,Medium,In Progress,Reporter 4,Assignee 1,2023-03-28 14:16:00,2025-10-30 04:52:05.816519,18,8,High,Operations,Steps to resolve Inadequate Firewall Configurations,12304.301566623604,KPI,User_42,2023-03-28 22:10:00,file_access,AU,IN,1761,13,9.491149633735509,1.8979666392132923,38.52646878215225,12779.012329916066,5.55,Medium,Routine Monitoring,0,Yellow
ISSUE-0088,KEY-0088,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,In Progress,Reporter 9,Assignee 11,2023-03-29 12:39:00,2025-11-23 04:52:05.816519,17,6,High,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,6704.784276020953,KRI,User_55,2023-03-30 10:46:00,login,EU,CANADA,107,1,8.014658917883587,0.7231507220206015,24.85831218479857,5201.174810319214,3.9000000000000004,Low,No Action Needed,0,Green
ISSUE-0089,KEY-0089,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Resolved,Reporter 4,Assignee 20,2023-03-30 17:51:00,2023-04-14 17:51:00.000000,15,10,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,63142.34439635537,KRI,User_70,2023-03-31 15:06:00,login,JP,USA,388,1,3.592862000882605,0.4011603154241152,23.969846138919085,5455.494170090136,6.9,Medium,Increase Monitoring & Investigate,0,Orange
ISSUE-0090,KEY-0090,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,In Progress,Reporter 5,Assignee 16,2023-03-31 05:31:00,2026-03-19 04:52:05.816519,14,4,Medium,C-Suite Executives,Steps to resolve Increased Exposure due to Insufficient Data Encryption,9825.446423762134,KRI,User_91,2023-03-31 09:34:00,login,DE,DE,377,1,6.824803024110374,1.511805811098476,24.23772735197832,6652.2255262496365,3.1999999999999997,Low,No Action Needed,0,Green
ISSUE-0091,KEY-0091,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Closed,Reporter 5,Assignee 12,2023-04-01 12:09:00,2023-04-03 12:09:00.000000,2,6,High,HR,Steps to resolve Missing or Inaccurate Asset Records,3880.578699761861,KPI,User_54,2023-04-01 17:51:00,data_modification,JP,IN,543,4,13.058843382160763,4.104798385102037,39.28909574871096,6951.213820090889,3.6500000000000004,Low,No Action Needed,0,Green
ISSUE-0092,KEY-0092,Weak Authentication Protocols,1,Access Control,Medium,Closed,Reporter 9,Assignee 8,2023-04-02 17:57:00,2023-04-07 17:57:00.000000,5,5,Medium,Sales,Steps to resolve Weak Authentication Protocols,8700.5335058497,KPI,User_67,2023-04-02 22:33:00,login,EU,FR,688,1,5.672100096990883,0.10601729268361812,39.19032066945961,6397.708482684806,3.9499999999999997,Low,Log for Reference,0,Green-Yellow
ISSUE-0093,KEY-0093,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,In Progress,Reporter 7,Assignee 1,2023-04-03 07:22:00,2025-11-22 04:52:05.816519,9,6,High,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,10049.138371181181,KRI,User_64,2023-04-03 11:31:00,login,CN,UK,282,1,7.903217469604783,0.21644671221689984,29.760084950723808,5248.662270895418,4.65,Medium,Routine Monitoring,0,Yellow
ISSUE-0094,KEY-0094,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Resolved,Reporter 9,Assignee 8,2023-04-04 05:49:00,2023-04-11 05:49:00.000000,7,1,Low,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,4812.6725564851,KRI,User_21,2023-04-04 20:03:00,login,CN,CN,383,1,4.466173240973132,0.5412074319976177,29.054585962012055,6503.6528154750695,1.85,Low,No Action Needed,0,Green
ISSUE-0095,KEY-0095,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Closed,Reporter 7,Assignee 9,2023-04-05 12:10:00,2023-04-24 12:10:00.000000,19,10,Critical,Legal,Steps to resolve Insufficient Access Control Measures,12475.803115216399,KPI,User_41,2023-04-05 15:01:00,data_modification,CANADA,DE,260,10,6.767326801705023,1.0031700364779774,33.38959125559353,4084.596409288998,7.1000000000000005,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0096,KEY-0096,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Resolved,Reporter 1,Assignee 1,2023-04-06 20:35:00,2023-04-15 20:35:00.000000,9,8,High,External Contractors,Steps to resolve Weak Cloud Storage Access Controls,4322.612018917471,KRI,User_94,2023-04-07 13:55:00,login,EU,USA,149,1,7.440682013876188,1.912025403326811,34.87040841486593,4679.655369676109,5.05,Medium,Routine Monitoring,0,Yellow
ISSUE-0097,KEY-0097,Inadequate Firewall Configurations,1,Network Security,Low,Closed,Reporter 9,Assignee 13,2023-04-07 22:29:00,2023-04-11 22:29:00.000000,4,6,High,IT,Steps to resolve Inadequate Firewall Configurations,6030.138757887089,KPI,User_57,2023-04-08 06:48:00,login,CN,FR,352,1,5.457010896561629,0.6604850816687712,29.482856489548347,4255.847986794812,3.7,Low,No Action Needed,0,Green
ISSUE-0098,KEY-0098,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Open,Reporter 9,Assignee 7,2023-04-09 00:28:00,2026-03-15 04:52:05.816519,28,10,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,14182.430428611893,KPI,User_82,2023-04-09 16:03:00,data_modification,AU,USA,100,2,3.6500161351631615,23.400228114537608,24.026844184143634,1695.9828604927616,6.9,Medium,Increase Monitoring & Investigate,0,Orange
