Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Source
ISSUE-0055,KEY-0055,Detected Malware Infiltration in Internal Systems,1,Malware,Critical,Closed,Reporter 6,Assignee 16,2023-06-17,2023-06-22 00:00:00.000000,5.0,95.85,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,1367765.0,KRI,User_30,2023-06-17 02:45:00,data_modification,AU,JP,900.0,26.0,10.0,3497.0,45.350972680797256,4207.0,24.37,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0056,KEY-0056,Outdated Operating System Components,1,System Vulnerability,High,Closed,Reporter 5,Assignee 4,2024-10-19,2024-10-24 00:00:00.000000,5.0,54.45,Critical,IT,Steps to resolve Outdated Operating System Components,1801586.0,KPI,User_2,2024-10-19 01:52:00,file_access,USA,USA,1975.0,31.0,21.0,830.0,60.78356575733571,3852.0,15.74,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0057,KEY-0057,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,In Progress,Reporter 7,Assignee 12,2024-12-26,2025-04-21 01:51:53.295556,116.0,33.23,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,272900.0,KRI,User_51,2024-12-26 02:44:00,file_access,CANADA,CANADA,2290.0,26.0,13.0,6356.0,24.686947614508583,3086.0,12.046,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0058,KEY-0058,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 3,Assignee 18,2023-11-27,2023-11-30 00:00:00.000000,3.0,38.0,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,2029001.0,KRI,User_35,2023-11-27 10:29:00,login,UK,IN,900.0,26.0,17.0,2693.0,33.14615704781954,5571.0,12.1,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0059,KEY-0059,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Closed,Reporter 2,Assignee 13,2024-03-14,2024-03-19 00:00:00.000000,5.0,83.84,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,2190737.0,KPI,User_5,2024-03-14 22:37:00,login,FR,FR,1833.0,26.0,21.0,7085.0,63.2980146103439,3880.0,21.618,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0060,KEY-0060,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Resolved,Reporter 5,Assignee 15,2024-08-23,2024-08-24 00:00:00.000000,1.0,41.22,Critical,Operations,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2378393.0,KRI,User_16,2024-08-23 20:42:00,file_access,IN,IN,900.0,28.0,17.0,3848.0,43.01962830546016,7178.0,13.393999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0061,KEY-0061,Insufficient Access Control Measures,1,Control Effectiveness,Critical,In Progress,Reporter 10,Assignee 6,2023-10-17,2025-04-21 01:51:53.295556,552.0,82.98,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,2236706.0,KPI,User_96,2023-10-17 10:18:00,data_modification,EU,Unknown,901.0,26.0,13.0,1199.0,24.77214302136228,3941.0,21.996,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0062,KEY-0062,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Closed,Reporter 7,Assignee 16,2025-01-29,2025-02-04 00:00:00.000000,6.0,60.84,Critical,C-Suite Executives,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2304137.5,KRI,User_63,2025-01-29 02:24:00,login,EU,Unknown,946.0,26.0,24.0,5615.0,28.933514466681764,6461.0,16.268000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0063,KEY-0063,Insufficient Access Control Measures,1,Control Effectiveness,Low,Open,Reporter 2,Assignee 4,2023-06-10,2025-04-21 01:51:53.295556,681.0,42.12,Critical,Finance,Steps to resolve Insufficient Access Control Measures,1966902.5,KPI,User_83,2023-06-10 06:29:00,file_access,JP,JP,900.0,26.0,12.0,1390.0,79.0893898549084,7070.0,12.124,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0064,KEY-0064,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 9,Assignee 8,2023-05-30,2023-05-31 00:00:00.000000,1.0,40.66,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,370642.5,KRI,User_60,2023-05-30 09:58:00,login,DE,CN,1068.0,26.0,18.0,610.0,38.02691398781038,4554.0,11.881999999999998,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0065,KEY-0065,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Closed,Reporter 4,Assignee 19,2024-01-30,2024-02-01 00:00:00.000000,2.0,65.41,Critical,Operations,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1523985.0,KPI,User_79,2024-01-30 22:10:00,data_modification,DE,DE,1768.0,26.0,12.0,2227.5,49.22069887076243,5963.0,16.832,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0066,KEY-0066,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 10,Assignee 4,2023-05-07,2023-05-10 00:00:00.000000,3.0,18.06,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,219290.0,KRI,User_80,2023-05-07 08:42:00,data_modification,CANADA,JP,900.0,26.0,17.0,2096.0,21.303924855071003,5165.0,8.111999999999998,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0067,KEY-0067,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Open,Reporter 9,Assignee 13,2025-03-05,2025-04-21 01:51:53.295556,47.0,51.24,Critical,C-Suite Executives,Steps to resolve Missing or Inaccurate Asset Records,1899719.0,KPI,User_95,2025-03-05 10:21:00,file_access,Unknown,Unknown,1572.0,26.0,3.0,587.0,49.06288147488957,6333.0,15.098,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red,Real
ISSUE-0068,KEY-0068,Supplier Security Compliance Gaps,1,Procurement Security,Medium,In Progress,Reporter 9,Assignee 16,2023-07-11,2025-04-21 01:51:53.295556,650.0,60.38,Critical,Operations,Steps to resolve Supplier Security Compliance Gaps,642602.5,KPI,User_4,2023-07-11 09:04:00,file_access,EU,JP,1056.0,26.0,9.0,4072.5,68.05394798924382,4269.0,16.376,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0069,KEY-0069,Inconsistent Review of Security Policies,1,Management Oversight,Low,Resolved,Reporter 4,Assignee 14,2024-08-18,2024-08-22 00:00:00.000000,4.0,41.24,Critical,Operations,Steps to resolve Inconsistent Review of Security Policies,807472.5,KPI,User_15,2024-08-18 04:28:00,file_access,EU,EU,1295.0,26.0,6.0,1277.5,62.70799358607392,3052.0,11.598,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0070,KEY-0070,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Resolved,Reporter 2,Assignee 7,2025-03-22,2025-03-31 00:00:00.000000,9.0,25.14,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,2477882.0,KPI,User_20,2025-03-22 12:37:00,login,DE,DE,900.0,26.0,10.0,2036.0,39.509022380286254,7751.0,10.578,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0071,KEY-0071,Inadequate Firewall Configurations,1,Network Security,Low,In Progress,Reporter 10,Assignee 3,2025-02-21,2025-04-21 01:51:53.295556,59.0,70.13,Critical,C-Suite Executives,Steps to resolve Inadequate Firewall Configurations,2209910.0,KPI,User_38,2025-02-21 03:51:00,login,Unknown,Unknown,1687.0,26.0,9.0,4897.5,45.38474944391884,5187.0,17.426,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0072,KEY-0072,Inadequate Firewall Configurations,1,Network Security,Low,In Progress,Reporter 7,Assignee 13,2024-09-27,2025-04-21 01:51:53.295556,206.0,47.45,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,1293520.0,KPI,User_25,2024-09-27 20:16:00,file_access,CN,CN,900.0,26.0,12.0,8677.5,57.06572570010994,6208.0,13.04,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0073,KEY-0073,Inadequate Firewall Configurations,1,Network Security,Low,In Progress,Reporter 6,Assignee 15,2023-01-22,2025-04-21 01:51:53.295556,820.0,13.31,Critical,C-Suite Executives,Steps to resolve Inadequate Firewall Configurations,1589897.5,KPI,User_16,2023-01-22 08:45:00,file_access,USA,USA,1494.0,26.0,21.0,1865.0,60.77761017618043,5271.0,6.212000000000001,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow,Real
ISSUE-0074,KEY-0074,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Resolved,Reporter 10,Assignee 4,2023-07-01,2023-07-02 00:00:00.000000,1.0,67.99,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,517520.0,KPI,User_74,2023-07-01 15:47:00,file_access,CANADA,CANADA,2397.0,26.0,12.0,4015.0,51.9973141736087,3262.0,17.348,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0075,KEY-0075,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,Closed,Reporter 7,Assignee 10,2023-10-04,2023-10-13 00:00:00.000000,9.0,55.08,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1145771.0,KRI,User_57,2023-10-04 14:55:00,file_access,UK,UK,1253.0,26.0,13.0,4316.0,20.30681589205841,3398.0,16.415999999999997,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0076,KEY-0076,Weak Authentication Protocols,1,Access Control,High,Resolved,Reporter 8,Assignee 9,2023-07-30,2023-08-09 00:00:00.000000,10.0,34.81,Critical,Legal,Steps to resolve Weak Authentication Protocols,1902437.0,KPI,User_29,2023-07-30 13:06:00,login,JP,JP,961.0,26.0,10.0,1958.0,62.113597121933125,4824.0,12.012,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0077,KEY-0077,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,In Progress,Reporter 3,Assignee 15,2024-03-25,2025-04-21 01:51:53.295556,392.0,33.55,Critical,C-Suite Executives,Steps to resolve Incomplete Risk Management Framework,2380115.0,KPI,User_45,2024-03-25 08:17:00,file_access,AU,AU,900.0,26.0,15.0,5752.5,65.09061908631126,5580.0,10.26,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0078,KEY-0078,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,In Progress,Reporter 4,Assignee 2,2024-10-19,2025-04-21 01:51:53.295556,184.0,33.1,Critical,Legal,Steps to resolve Access by Unauthorized Personnel Detected,1808567.0,KRI,User_89,2024-10-19 23:55:00,file_access,UK,UK,1386.0,28.0,24.0,1904.0,29.82540574110857,6969.0,12.17,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0079,KEY-0079,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,In Progress,Reporter 6,Assignee 7,2023-11-23,2025-04-21 01:51:53.295556,515.0,67.54,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,1081175.0,KRI,User_54,2023-11-23 19:21:00,data_modification,CN,CN,900.0,26.0,13.0,866.0,30.32415808253188,7599.0,19.058000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0080,KEY-0080,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Closed,Reporter 9,Assignee 12,2025-01-02,2025-01-11 00:00:00.000000,9.0,82.15,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,1013805.0,KPI,User_61,2025-01-02 09:41:00,login,UK,UK,900.0,26.0,12.0,5707.5,22.31106470534289,7505.0,19.980000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0081,KEY-0081,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Closed,Reporter 1,Assignee 9,2025-02-24,2025-02-25 00:00:00.000000,1.0,2.0,Low,IT,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,820130.0,KRI,User_96,2025-02-24 10:02:00,file_access,UK,UK,1680.0,26.0,13.0,5006.0,46.46469437154608,3722.0,4.2,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange,Real
ISSUE-0082,KEY-0082,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Open,Reporter 7,Assignee 18,2024-05-06,2025-04-21 01:51:53.295556,350.0,64.78,Critical,Finance,Steps to resolve Incomplete Risk Management Framework,669872.0,KPI,User_54,2024-05-06 23:48:00,file_access,CANADA,CANADA,900.0,26.0,13.0,536.0,43.94623672351686,5396.0,17.856,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0083,KEY-0083,Inadequate Firewall Configurations,1,Network Security,Medium,In Progress,Reporter 9,Assignee 1,2025-04-17,2025-04-21 01:51:53.295556,4.0,79.9,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,1980255.0,KPI,User_84,2025-04-17 23:11:00,file_access,EU,EU,1154.0,26.0,12.0,7365.0,63.82667786555302,3850.0,20.080000000000005,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0084,KEY-0084,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,Resolved,Reporter 4,Assignee 10,2023-07-26,2023-08-05 00:00:00.000000,10.0,90.91,Critical,Finance,Steps to resolve Weak Cloud Storage Access Controls,2101520.0,KRI,User_52,2023-07-26 08:16:00,login,IN,IN,1348.0,30.0,24.0,2612.5,71.03486360879594,6361.0,21.882,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0085,KEY-0085,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Open,Reporter 5,Assignee 9,2023-09-08,2025-04-21 01:51:53.295556,591.0,65.96,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,411510.0,KPI,User_72,2023-09-08 19:05:00,file_access,EU,EU,1068.0,26.0,18.0,835.0,67.99173669933137,4355.0,16.742,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0086,KEY-0086,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Resolved,Reporter 10,Assignee 13,2024-03-10,2024-03-17 00:00:00.000000,7.0,56.96,Critical,Legal,Steps to resolve Delayed Patching of Known Vulnerabilities,1055932.5,KPI,User_65,2024-03-10 15:20:00,file_access,AU,AU,900.0,26.0,12.0,3300.0,77.35258946607676,4945.0,15.492,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0087,KEY-0087,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Resolved,Reporter 4,Assignee 14,2023-01-18,2023-01-26 00:00:00.000000,8.0,2.01,Low,Operations,Steps to resolve Missing or Inaccurate Asset Records,1109723.0,KPI,User_66,2023-01-18 17:22:00,data_modification,CN,CN,1680.0,26.0,10.0,5924.0,77.5769474621443,6995.0,4.401999999999999,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange,Real
ISSUE-0088,KEY-0088,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Open,Reporter 8,Assignee 14,2024-07-07,2025-04-21 01:51:53.295556,288.0,54.61,Critical,Operations,Steps to resolve Delayed Patching of Known Vulnerabilities,1462015.0,KPI,User_15,2024-07-07 15:20:00,login,UK,UK,1085.0,26.0,15.0,585.0,59.14750701707428,5032.0,14.322,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0089,KEY-0089,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Open,Reporter 9,Assignee 8,2024-02-06,2025-04-21 01:51:53.295556,440.0,58.94,Critical,Operations,Steps to resolve Unauthorized Access Leading to Data Exposure,1626117.5,KRI,User_2,2024-02-06 12:09:00,data_modification,UK,UK,900.0,26.0,9.0,885.0,48.63674374021859,5190.0,15.188,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0090,KEY-0090,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Closed,Reporter 6,Assignee 11,2023-08-10,2023-08-14 00:00:00.000000,4.0,44.84,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,2627498.0,KPI,User_55,2023-08-10 14:33:00,login,Unknown,Unknown,2162.0,26.0,10.0,1955.0,31.429608930582145,7333.0,13.818,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0091,KEY-0091,Weak Authentication Protocols,1,Access Control,High,Open,Reporter 8,Assignee 4,2024-09-14,2025-04-21 01:51:53.295556,219.0,78.07,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,1564694.0,KPI,User_86,2024-09-14 06:07:00,data_modification,IN,IN,3233.0,28.0,13.0,2912.0,30.972502122452955,4858.0,20.514,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0092,KEY-0092,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 1,Assignee 8,2024-02-13,2025-04-21 01:51:53.295556,433.0,11.98,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,2073575.0,KPI,User_96,2024-02-13 22:36:00,login,EU,EU,900.0,26.0,21.0,2846.0,61.57033019912387,4318.0,7.446000000000001,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0093,KEY-0093,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Resolved,Reporter 8,Assignee 18,2024-06-27,2024-06-29 00:00:00.000000,2.0,105.52,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1011845.0,KRI,User_50,2024-06-27 07:04:00,file_access,EU,EU,900.0,26.0,9.0,1942.5,21.857666384520087,7701.0,25.004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0094,KEY-0094,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Open,Reporter 3,Assignee 3,2024-11-23,2025-04-21 01:51:53.295556,149.0,72.9,Critical,C-Suite Executives,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1146900.0,KRI,User_13,2024-11-23 22:34:00,data_modification,FR,FR,900.0,26.0,9.0,2942.5,59.95958329571653,6124.0,18.880000000000003,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0095,KEY-0095,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 7,Assignee 3,2023-08-31,2025-04-21 01:51:53.295556,599.0,35.87,Critical,Finance,Steps to resolve Inadequate Firewall Configurations,1254326.0,KPI,User_86,2023-08-31 12:58:00,login,USA,USA,2756.0,31.0,10.0,2870.0,78.57883857182472,7059.0,12.374,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
