Issue Name,CPU Usage %,Defense Action,Threat Level,Issue Key,Threat Score,Remediation Steps,Issue Volume,Risk Level,Status,Session Duration in Second,Impact Score,Date Resolved,Memory Usage MB,Assignees,Data Transfer MB,User ID,Timestamps,Issue Response Time Days,KPI/KRI,Issue ID,Category,IP Location,Reporters,Num Files Accessed,Department Affected,Is Anomaly,Cost,Severity,User Location,Date Reported,Login Attempts,Activity Type,Color
Delayed Patching of Known Vulnerabilities,23.145629276073894,Routine Monitoring,Medium,KEY-0058,5.050000000000001,Steps to resolve Delayed Patching of Known Vulnerabilities,1,High,Open,1266,6,2026-02-16 22:27:57.042371,10941.518954891888,Assignee 4,0.930275667317616,User_20,2023-02-27 13:21:00,19,KPI,ISSUE-0058,Vulnerability Remediation,AU,Reporter 2,6,Sales,0,13646.028131666999,Medium,IN,2023-02-27 01:24:00,9.269687729376198,data_modification,Yellow
Inconsistent Review of Security Policies,13.192527442638468,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0059,7.2,Steps to resolve Inconsistent Review of Security Policies,1,Critical,In Progress,699,10,2026-01-10 22:27:57.042371,5796.588635671406,Assignee 4,9.868707455244374,User_42,2023-03-01 12:17:00,16,KPI,ISSUE-0059,Management Oversight,CN,Reporter 5,13,HR,0,26023.062156392618,Critical,Unknown,2023-02-28 20:21:00,6.420736278204943,file_access,Red
Inconsistent Review of Security Policies,31.145465686769874,Schedule Investigation,Medium,KEY-0060,6.6000000000000005,Steps to resolve Inconsistent Review of Security Policies,1,Critical,In Progress,231,10,2026-02-09 22:27:57.042371,4121.1062564405665,Assignee 11,0.48336179360283404,User_67,2023-03-02 20:16:00,39,KPI,ISSUE-0060,Management Oversight,CANADA,Reporter 3,7,Sales,0,17594.723664452762,High,CN,2023-03-01 20:25:00,5.826979331408319,data_modification,Yellow-Orange
Sensitive Data Leak via Misconfigured Cloud Storage,16.712941309513543,Schedule Investigation,Medium,KEY-0061,6.55,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1,Critical,In Progress,1058,9,2025-12-26 22:27:57.042371,7826.106896436391,Assignee 10,4.198627834927738,User_60,2023-03-03 15:22:00,23,KRI,ISSUE-0061,Data Leak,EU,Reporter 8,7,IT,0,9355.509439692434,High,EU,2023-03-02 19:41:00,8.022544444415185,file_access,Yellow-Orange
Detected Malware Infiltration in Internal Systems,43.85126047549127,Schedule Investigation,Medium,KEY-0062,6.5,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,In Progress,59,10,2025-11-13 22:27:57.042371,5374.1847194408,Assignee 19,3.5974496662244344,User_52,2023-03-04 12:37:00,8,KRI,ISSUE-0062,Malware,Unknown,Reporter 6,1,Finance,0,39409.38588731215,High,AU,2023-03-03 17:54:00,8.089335045433867,login,Yellow-Orange
Insufficient Coverage in Annual Risk Assessment,34.43217889165302,Escalate to SOC & Restrict Critical System Access,High,KEY-0063,7.15,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Critical,Resolved,1124,10,2023-03-24 23:48:00.000000,8216.276686241501,Assignee 11,30.32127050711582,User_65,2023-03-05 16:58:00,20,KPI,ISSUE-0063,Risk Assessment Coverage,USA,Reporter 6,7,Finance,0,29451.388981337783,Critical,DE,2023-03-04 23:48:00,4.049381856544954,file_access,Red
Inadequate Firewall Configurations,27.357727048389545,No Action Needed,Low,KEY-0064,2.9999999999999996,Steps to resolve Inadequate Firewall Configurations,1,Medium,Open,682,5,2025-12-07 22:27:57.042371,6419.938174827355,Assignee 5,0.4935746714764167,User_45,2023-03-06 08:16:00,4,KPI,ISSUE-0064,Network Security,CANADA,Reporter 2,1,HR,0,7753.716145950825,Low,IN,2023-03-05 10:43:00,2.7017187196253367,login,Green
Insufficient Coverage in Annual Risk Assessment,37.433581341459785,No Action Needed,Low,KEY-0065,1.7,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Low,Resolved,451,1,2023-03-09 05:09:00.000000,5808.449292661181,Assignee 12,7.652189133373929,User_49,2023-03-06 05:49:00,3,KPI,ISSUE-0065,Risk Assessment Coverage,USA,Reporter 7,9,Operations,0,801.7269260854889,Low,USA,2023-03-06 05:09:00,5.405026155585988,data_modification,Green
Outdated Operating System Components,38.81961160745692,Routine Monitoring,Medium,KEY-0066,5.8999999999999995,Steps to resolve Outdated Operating System Components,1,Critical,Open,362,10,2026-01-30 22:27:57.042371,6898.715701474433,Assignee 3,0.1,User_34,2023-03-08 00:30:00,22,KPI,ISSUE-0066,System Vulnerability,CANADA,Reporter 3,1,Sales,0,14204.264520302791,Medium,Unknown,2023-03-07 23:12:00,5.952524379332564,login,Yellow
Access by Unauthorized Personnel Detected,16.725628387955002,Schedule Investigation,Medium,KEY-0067,6.6000000000000005,Steps to resolve Access by Unauthorized Personnel Detected,1,Critical,Resolved,287,10,2023-03-18 02:44:00.000000,5427.329752429362,Assignee 3,4.065752654644522,User_81,2023-03-08 12:56:00,10,KRI,ISSUE-0067,Unauthorized Access,IN,Reporter 10,7,C-Suite Executives,0,40733.228233492424,High,EU,2023-03-08 02:44:00,10.017490435270501,file_access,Yellow-Orange
Detected Malware Infiltration in Internal Systems,29.373738269572193,Schedule Investigation,Medium,KEY-0068,6.800000000000001,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,In Progress,1666,10,2026-03-02 22:27:57.042371,13083.346321851568,Assignee 1,54.128155269030856,User_18,2023-03-10 14:16:00,15,KRI,ISSUE-0068,Malware,CANADA,Reporter 8,2,External Contractors,0,20096.832815395108,High,UK,2023-03-09 16:52:00,4.275943434179142,data_modification,Yellow-Orange
Weak Cloud Storage Access Controls,16.80440203466649,No Action Needed,Low,KEY-0069,3.4,Steps to resolve Weak Cloud Storage Access Controls,1,Medium,Resolved,1043,5,2023-03-14 05:19:00.000000,7894.4198178427405,Assignee 18,3.6898357909521473,User_38,2023-03-10 05:19:00,4,KRI,ISSUE-0069,Cloud Security Posture,EU,Reporter 7,12,Legal,0,4549.625840634633,Low,USA,2023-03-10 05:19:00,6.764623619477481,file_access,Green
Inconsistent Review of Security Policies,39.75399461474763,Routine Monitoring,Medium,KEY-0070,4.75,Steps to resolve Inconsistent Review of Security Policies,1,High,In Progress,4064,6,2025-12-08 22:27:57.042371,26201.956049861994,Assignee 1,5.8510381740099735,User_29,2023-03-12 10:37:00,5,KPI,ISSUE-0070,Management Oversight,Unknown,Reporter 2,1,C-Suite Executives,0,9858.162666534634,Medium,DE,2023-03-11 11:22:00,7.587555808059066,data_modification,Yellow
Weak Cloud Storage Access Controls,23.032561499007222,Routine Monitoring,Medium,KEY-0071,4.6,Steps to resolve Weak Cloud Storage Access Controls,1,High,Closed,374,6,2023-03-21 17:29:00.000000,6885.689963253437,Assignee 14,0.1,User_45,2023-03-13 17:17:00,9,KRI,ISSUE-0071,Cloud Security Posture,IN,Reporter 4,1,External Contractors,0,6334.032239425709,Medium,JP,2023-03-12 17:29:00,2.7039095892019738,login,Yellow
Inadequate Firewall Configurations,41.99613924521609,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0072,7.1000000000000005,Steps to resolve Inadequate Firewall Configurations,1,Critical,In Progress,421,10,2026-01-31 22:27:57.042371,5948.704315257361,Assignee 6,18.959038660374524,User_89,2023-03-13 16:04:00,35,KPI,ISSUE-0072,Network Security,DE,Reporter 9,7,Sales,0,33559.39000058089,Critical,AU,2023-03-13 10:30:00,5.946272305425906,data_modification,Red
Insufficient Access Control Measures,41.049864234711535,Schedule Investigation | Limit Data Transfer,Medium,KEY-0073,5.95,Steps to resolve Insufficient Access Control Measures,1,High,Closed,589,6,2023-04-01 06:52:00.000000,7548.251273739634,Assignee 18,169.58288589161302,User_55,2023-03-14 10:48:00,18,KPI,ISSUE-0073,Control Effectiveness,JP,Reporter 3,11,Finance,0,17705.349582661434,High,AU,2023-03-14 06:52:00,6.627021337959551,file_access,Yellow-Orange
Weak Authentication Protocols,40.27242490449103,Schedule Investigation,Medium,KEY-0074,6.9,Steps to resolve Weak Authentication Protocols,1,Critical,Open,2208,10,2025-12-03 22:27:57.042371,15457.8726631645,Assignee 14,5.821623698750816,User_52,2023-03-16 05:05:00,21,KPI,ISSUE-0074,Access Control,USA,Reporter 2,9,Operations,0,6476.268597197752,High,Unknown,2023-03-15 21:08:00,7.5378982984603695,file_access,Yellow-Orange
Insufficient Access Control Measures,42.133768009672025,Routine Monitoring,Low,KEY-0075,3.8,Steps to resolve Insufficient Access Control Measures,1,Low,Open,328,2,2025-10-27 22:27:57.042371,5984.273472475135,Assignee 9,9.548463163143143,User_3,2023-03-16 18:24:00,10,KPI,ISSUE-0075,Control Effectiveness,FR,Reporter 5,8,IT,0,12038.94781105032,High,FR,2023-03-16 00:12:00,8.875418095471133,data_modification,Light Yellow
Weak Authentication Protocols,42.70241937754019,Schedule Investigation,Medium,KEY-0076,6.5,Steps to resolve Weak Authentication Protocols,1,Critical,Open,201,10,2026-01-05 22:27:57.042371,4973.084632198735,Assignee 15,0.98947022839199,User_34,2023-03-18 13:43:00,22,KPI,ISSUE-0076,Access Control,USA,Reporter 2,1,HR,0,17070.442236014514,High,IN,2023-03-17 17:23:00,5.482291070003176,login,Yellow-Orange
Weak Cloud Storage Access Controls,22.93923636666301,Increase Monitoring & Investigate,Medium,KEY-0077,6.8,Steps to resolve Weak Cloud Storage Access Controls,1,Critical,Closed,242,10,2023-03-23 09:43:00.000000,3613.9471561509426,Assignee 5,0.1618898998162268,User_18,2023-03-18 11:43:00,5,KRI,ISSUE-0077,Cloud Security Posture,UK,Reporter 5,1,C-Suite Executives,0,25683.249204317992,Critical,AU,2023-03-18 09:43:00,5.861220527246855,login,Orange
Detected Malware Infiltration in Internal Systems,37.914316480917236,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0078,7.4,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,In Progress,1503,10,2025-11-17 22:27:57.042371,11966.28645530331,Assignee 5,15.33197441581653,User_13,2023-03-19 18:24:00,49,KRI,ISSUE-0078,Malware,DE,Reporter 6,8,Finance,0,58693.40685681398,Critical,CN,2023-03-19 00:47:00,7.577525052970401,data_modification,Red
Insufficient Access Control Measures,34.00830071461051,No Action Needed,Low,KEY-0079,3.4,Steps to resolve Insufficient Access Control Measures,1,Medium,Resolved,240,5,2023-03-25 15:10:00.000000,7185.1180874376005,Assignee 9,6.754811603265919,User_91,2023-03-21 11:09:00,5,KPI,ISSUE-0079,Control Effectiveness,EU,Reporter 1,11,Sales,0,10406.701300447516,Low,CANADA,2023-03-20 15:10:00,8.037180481582265,file_access,Green
Insufficient Coverage in Annual Risk Assessment,44.00432507287845,Routine Monitoring,Medium,KEY-0080,4.3,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1,Medium,Resolved,4666,5,2023-03-28 12:52:00.000000,27208.100754829662,Assignee 8,15.391428863020375,User_83,2023-03-21 18:25:00,7,KPI,ISSUE-0080,Risk Assessment Coverage,EU,Reporter 6,12,C-Suite Executives,0,9043.602937444242,Medium,IN,2023-03-21 12:52:00,6.721377221409888,file_access,Yellow
Non-Compliance with Data Protection Regulations,32.70666133695412,Routine Monitoring,Medium,KEY-0081,5.55,Steps to resolve Non-Compliance with Data Protection Regulations,1,Critical,Resolved,151,10,2023-03-28 09:20:00.000000,4156.917815826155,Assignee 3,4.011987226383648,User_8,2023-03-22 12:51:00,6,KRI,ISSUE-0081,Legal Compliance,EU,Reporter 5,1,Finance,0,11531.713538502505,Medium,IN,2023-03-22 09:20:00,7.815261637933046,login,Yellow
Unresolved Vulnerabilities from Latest Penetration Test,37.98313927081029,Escalate to SOC & Restrict Critical System Access,High,KEY-0082,7.15,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1,Critical,In Progress,245,10,2026-01-05 22:27:57.042371,7675.166832245277,Assignee 19,1.3541517436479766,User_38,2023-03-23 09:41:00,35,KPI,ISSUE-0082,Penetration Testing Effectiveness,USA,Reporter 1,8,HR,0,22790.275764547237,Critical,JP,2023-03-23 05:38:00,3.6277936897051197,file_access,Red
Weak Authentication Protocols,37.01563300870696,No Action Needed,Low,KEY-0083,2.55,Steps to resolve Weak Authentication Protocols,1,Medium,Resolved,485,4,2023-03-25 14:36:00.000000,4556.764252991268,Assignee 9,1.2583082654383224,User_62,2023-03-25 11:28:00,1,KPI,ISSUE-0083,Access Control,CANADA,Reporter 9,5,C-Suite Executives,0,3400.8620360859218,Low,AU,2023-03-24 14:36:00,3.1334568872649884,file_access,Green
High-Volume Distributed Denial-of-Service Attack,26.009427639301034,Schedule Investigation,Medium,KEY-0084,6.3,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,In Progress,109,10,2026-03-22 22:27:57.042371,4484.756452522323,Assignee 5,0.32044633721438376,User_6,2023-03-26 09:42:00,19,KRI,ISSUE-0084,DDOS,FR,Reporter 2,1,Operations,0,8201.042612496556,High,EU,2023-03-25 11:54:00,1.7297379358539886,login,Yellow-Orange
Insufficient Access Control Measures,26.763175738167114,Schedule Investigation,Medium,KEY-0085,6.5,Steps to resolve Insufficient Access Control Measures,1,Critical,Open,38,10,2025-11-07 22:27:57.042371,1872.9484846465243,Assignee 19,7.1303890270236865,User_13,2023-03-26 14:14:00,31,KPI,ISSUE-0085,Control Effectiveness,USA,Reporter 7,1,External Contractors,0,7266.1439520062795,High,FR,2023-03-26 11:28:00,5.059240303701932,login,Yellow-Orange
Missing or Inaccurate Asset Records,37.06610785117107,Routine Monitoring,Medium,KEY-0086,5.2,Steps to resolve Missing or Inaccurate Asset Records,1,High,Closed,1278,8,2023-04-04 04:47:00.000000,9866.577575476682,Assignee 14,1.69629565867234,User_38,2023-03-27 17:22:00,8,KPI,ISSUE-0086,Asset Inventory Accuracy,USA,Reporter 2,8,IT,0,3884.6620578283555,Medium,IN,2023-03-27 04:47:00,3.7489055107678477,data_modification,Yellow
Insufficient Access Control Measures,41.74195086018798,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,High,KEY-0087,7.1499999999999995,Steps to resolve Insufficient Access Control Measures,1,Critical,Closed,461,10,2023-04-25 22:32:00.000000,6555.7144073303825,Assignee 15,1.7113994396057486,User_35,2023-03-29 00:45:00,28,KPI,ISSUE-0087,Control Effectiveness,Unknown,Reporter 7,4,Sales,0,28394.7734551388,Critical,EU,2023-03-28 22:32:00,13.220597726445163,login,Red
Weak Authentication Protocols,42.82033627490537,Escalate to SOC & Restrict Critical System Access,High,KEY-0088,7.1499999999999995,Steps to resolve Weak Authentication Protocols,1,Critical,Closed,1259,10,2023-04-10 05:02:00.000000,8665.314036168274,Assignee 1,37.48597443758272,User_28,2023-03-29 16:52:00,12,KPI,ISSUE-0088,Access Control,Unknown,Reporter 9,11,IT,0,13539.961678794492,Critical,FR,2023-03-29 05:02:00,2.870900280938886,data_modification,Red
Missing or Inaccurate Asset Records,13.465825314880249,Routine Monitoring,Medium,KEY-0089,5.299999999999999,Steps to resolve Missing or Inaccurate Asset Records,1,Critical,Resolved,883,9,2023-04-01 22:01:00.000000,8110.751826890483,Assignee 14,4.007355836041659,User_89,2023-03-31 16:45:00,2,KPI,ISSUE-0089,Asset Inventory Accuracy,Unknown,Reporter 10,4,Operations,0,4727.887299108518,Medium,UK,2023-03-30 22:01:00,8.471693846436871,file_access,Yellow
Non-Compliance with Data Protection Regulations,29.81934158248378,Routine Monitoring,Medium,KEY-0090,4.75,Steps to resolve Non-Compliance with Data Protection Regulations,1,High,Resolved,323,8,2023-04-06 10:43:00.000000,5729.28692150826,Assignee 16,0.618448926655087,User_72,2023-04-01 04:55:00,6,KRI,ISSUE-0090,Legal Compliance,IN,Reporter 1,9,IT,0,3225.5254057894654,Medium,USA,2023-03-31 10:43:00,1.543464568498656,file_access,Yellow
Missing or Inaccurate Asset Records,38.281304949486106,Schedule Investigation,Medium,KEY-0091,5.949999999999999,Steps to resolve Missing or Inaccurate Asset Records,1,High,In Progress,1087,8,2025-10-29 22:27:57.042371,9166.221921987151,Assignee 13,1.2391990054419624,User_10,2023-04-02 11:57:00,18,KPI,ISSUE-0091,Asset Inventory Accuracy,IN,Reporter 10,1,HR,0,16906.559968646972,High,FR,2023-04-01 13:53:00,9.068759591379223,login,Yellow-Orange
Inconsistent Review of Security Policies,27.042106457118965,Log Activity for Reference,Medium,KEY-0092,4.3,Steps to resolve Inconsistent Review of Security Policies,1,High,In Progress,98,8,2026-02-07 22:27:57.042371,5791.559106850902,Assignee 12,0.17677872961066354,User_73,2023-04-03 13:34:00,9,KPI,ISSUE-0092,Management Oversight,JP,Reporter 10,1,Sales,0,9560.07127175183,Low,JP,2023-04-02 18:15:00,5.386036070604282,login,Light Yellow
Inconsistent Review of Security Policies,20.305885332517324,Schedule Investigation,Medium,KEY-0093,6.5,Steps to resolve Inconsistent Review of Security Policies,1,Critical,Resolved,241,10,2023-04-11 00:40:00.000000,4988.604943378849,Assignee 10,32.027904514707906,User_46,2023-04-03 08:02:00,8,KPI,ISSUE-0093,Management Oversight,UK,Reporter 10,11,IT,0,6082.472042464957,High,FR,2023-04-03 00:40:00,1.9408120342772879,file_access,Yellow-Orange
Access by Unauthorized Personnel Detected,30.243523176905896,Restrict User Activity & Monitor Logs | Lock Account & Alert,High,KEY-0094,7.0,Steps to resolve Access by Unauthorized Personnel Detected,1,Critical,Open,1040,10,2025-11-24 22:27:57.042371,10263.111411306127,Assignee 8,2.600285832758878,User_84,2023-04-04 23:18:00,11,KRI,ISSUE-0094,Unauthorized Access,CANADA,Reporter 8,18,HR,0,41708.36461744543,High,FR,2023-04-04 04:01:00,10.035305727267012,file_access,Orange-Red
Insufficient Access Control Measures,10.835377194020108,No Action Needed,Low,KEY-0095,2.8499999999999996,Steps to resolve Insufficient Access Control Measures,1,Medium,Closed,22,4,2023-04-09 20:29:00.000000,4500.630320898725,Assignee 13,0.23157146505367077,User_37,2023-04-06 11:23:00,4,KPI,ISSUE-0095,Control Effectiveness,CANADA,Reporter 10,1,External Contractors,0,5535.273994483711,Low,USA,2023-04-05 20:29:00,5.723880045792946,login,Green
Non-Compliance with Data Protection Regulations,51.08187493795481,Restrict User Activity & Monitor Logs | Lock Account & Alert,High,KEY-0096,7.0,Steps to resolve Non-Compliance with Data Protection Regulations,1,Critical,In Progress,9665,10,2026-01-23 22:27:57.042371,52863.40459872878,Assignee 15,18.221076321214806,User_56,2023-04-06 08:33:00,14,KRI,ISSUE-0096,Legal Compliance,FR,Reporter 8,11,IT,0,9161.093132214979,High,CN,2023-04-06 00:20:00,10.614325339985726,data_modification,Orange-Red
Detected Malware Infiltration in Internal Systems,23.627349336838503,Routine Monitoring,Medium,KEY-0097,5.8500000000000005,Steps to resolve Detected Malware Infiltration in Internal Systems,1,Critical,In Progress,217,10,2025-10-26 22:27:57.042371,5475.282794880314,Assignee 11,0.47558484609320995,User_39,2023-04-07 22:51:00,16,KRI,ISSUE-0097,Malware,CANADA,Reporter 4,6,HR,0,18120.43118146257,Medium,FR,2023-04-07 22:25:00,8.19587468869111,data_modification,Yellow
High-Volume Distributed Denial-of-Service Attack,50.91239097474016,Routine Monitoring,Medium,KEY-0098,5.750000000000001,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1,Critical,Open,254,10,2025-11-28 22:27:57.042371,5391.83966588818,Assignee 12,7.233780526002206,User_46,2023-04-09 16:01:00,11,KRI,ISSUE-0098,DDOS,UK,Reporter 9,6,External Contractors,0,8874.000421135446,Medium,IN,2023-04-08 18:59:00,4.539020026450764,file_access,Yellow
