Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0057,KEY-0057,Outdated Operating System Components,1,System Vulnerability,High,In Progress,Reporter 7,Assignee 10,2023-05-27,2025-09-19 22:15:24.985808,846,47.54,Critical,HR,Steps to resolve Outdated Operating System Components,1896131.0,KPI,User_53,2023-05-27 11:45:00,login,IN,IN,900,26,13,3800.0,25.618062609693638,5454,14.408,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0058,KEY-0058,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,Closed,Reporter 10,Assignee 20,2023-02-06,2023-02-11 00:00:00.000000,5,74.35,Critical,Finance,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,389440.0,KPI,User_63,2023-02-06 10:22:00,data_modification,CN,CN,900,26,21,630.0,73.34212173406684,5740,18.97,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0059,KEY-0059,Inconsistent Review of Security Policies,1,Management Oversight,Low,In Progress,Reporter 2,Assignee 20,2025-07-31,2025-09-19 22:15:24.985808,50,77.9,Critical,Legal,Steps to resolve Inconsistent Review of Security Policies,2447612.5,KPI,User_49,2025-07-31 07:23:00,login,FR,FR,900,26,18,2907.5,20.48758220972139,7729,19.130000000000003,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0060,KEY-0060,Weak Authentication Protocols,1,Access Control,Low,In Progress,Reporter 2,Assignee 1,2024-08-20,2025-09-19 22:15:24.985808,395,40.35,Critical,C-Suite Executives,Steps to resolve Weak Authentication Protocols,1632790.0,KPI,User_75,2024-08-20 14:54:00,login,CANADA,AU,902,26,21,5452.5,60.97387765337202,6479,11.77,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0061,KEY-0061,Weak Authentication Protocols,1,Access Control,Critical,Open,Reporter 4,Assignee 3,2025-07-10,2025-09-19 22:15:24.985808,71,27.44,Critical,Sales,Steps to resolve Weak Authentication Protocols,187976.0,KPI,User_61,2025-07-10 15:44:00,file_access,EU,CANADA,1734,26,10,1751.0,52.01930669622066,6380,11.037999999999998,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0062,KEY-0062,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 9,Assignee 16,2023-06-01,2023-06-09 00:00:00.000000,8,3.2,Low,IT,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,186912.5,KPI,User_88,2023-06-01 05:19:00,data_modification,EU,EU,1446,26,6,960.0,21.923266389219258,3936,2.8400000000000007,Low,No Action Needed | Limit Data Transfer,Green
ISSUE-0063,KEY-0063,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Open,Reporter 6,Assignee 18,2025-07-21,2025-09-19 22:15:24.985808,60,46.97,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,2802920.0,KRI,User_35,2025-07-21 14:54:00,file_access,FR,FR,1680,26,10,6986.0,22.559266541808544,6459,14.943999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0064,KEY-0064,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,In Progress,Reporter 4,Assignee 8,2025-02-02,2025-09-19 22:15:24.985808,229,41.45,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,228917.5,KRI,User_49,2025-02-02 16:05:00,login,CANADA,CANADA,900,26,12,1460.0,60.11212328869543,6544,12.74,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0065,KEY-0065,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 9,Assignee 9,2025-08-20,2025-09-19 22:15:24.985808,30,82.4,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1962587.0,KRI,User_73,2025-08-20 15:54:00,file_access,UK,UK,2405,28,17,1178.0,35.17193432486779,3075,21.88,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0066,KEY-0066,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Resolved,Reporter 7,Assignee 9,2023-12-14,2023-12-18 00:00:00.000000,4,91.18,Critical,External Contractors,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1668209.0,KRI,User_39,2023-12-14 20:17:00,file_access,CANADA,CANADA,900,26,10,11315.0,47.98675840605776,4539,22.936,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0067,KEY-0067,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,In Progress,Reporter 10,Assignee 18,2023-11-19,2025-09-19 22:15:24.985808,670,35.44,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,966090.0,KRI,User_22,2023-11-19 10:29:00,file_access,FR,FR,900,26,30,9565.0,51.296401222868695,5215,11.238,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0068,KEY-0068,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Open,Reporter 3,Assignee 18,2025-04-18,2025-09-19 22:15:24.985808,154,64.05,Critical,IT,Steps to resolve Access by Unauthorized Personnel Detected,2949278.0,KRI,User_24,2025-04-18 13:49:00,file_access,UK,UK,1563,26,24,1454.0,48.46769275609954,6613,18.360000000000003,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0069,KEY-0069,Inadequate Firewall Configurations,1,Network Security,Low,Closed,Reporter 9,Assignee 16,2024-09-18,2024-09-25 00:00:00.000000,7,52.94,Critical,C-Suite Executives,Steps to resolve Inadequate Firewall Configurations,1024425.0,KPI,User_36,2024-09-18 11:36:00,file_access,Unknown,Unknown,1081,26,15,1032.5,39.5246670421069,6445,13.938,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0070,KEY-0070,Insufficient Access Control Measures,1,Control Effectiveness,Low,Closed,Reporter 7,Assignee 3,2024-04-09,2024-04-15 00:00:00.000000,6,62.06,Critical,Sales,Steps to resolve Insufficient Access Control Measures,1494612.5,KPI,User_61,2024-04-09 10:30:00,file_access,IN,IN,1109,26,12,1340.0,26.2491337847409,5117,15.612,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0071,KEY-0071,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Closed,Reporter 9,Assignee 11,2024-12-09,2024-12-18 00:00:00.000000,9,3.53,Low,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,2343563.0,KPI,User_100,2024-12-09 02:00:00,file_access,USA,USA,2512,26,17,2375.0,68.93803638186941,7594,4.7059999999999995,Medium,Schedule Investigation | Limit Data Transfer,Yellow-Orange
ISSUE-0072,KEY-0072,Weak Authentication Protocols,1,Access Control,High,Resolved,Reporter 1,Assignee 10,2024-02-26,2024-03-02 00:00:00.000000,5,77.59,Critical,Finance,Steps to resolve Weak Authentication Protocols,1571462.0,KPI,User_16,2024-02-26 09:48:00,login,UK,UK,1951,26,6,1325.0,49.849978383426944,5720,20.218,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0073,KEY-0073,Outdated Operating System Components,1,System Vulnerability,Low,Open,Reporter 10,Assignee 5,2025-05-18,2025-09-19 22:15:24.985808,124,43.72,Critical,Legal,Steps to resolve Outdated Operating System Components,2300792.5,KPI,User_22,2025-05-18 00:01:00,data_modification,FR,FR,2416,26,18,8807.5,67.98490871121602,3211,12.293999999999999,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0074,KEY-0074,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Closed,Reporter 10,Assignee 18,2023-05-27,2023-05-28 00:00:00.000000,1,16.56,Critical,C-Suite Executives,Steps to resolve Weak Cloud Storage Access Controls,243191.0,KRI,User_96,2023-05-27 18:34:00,data_modification,DE,JP,900,26,10,2621.0,72.05679472927545,3329,8.461999999999998,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0075,KEY-0075,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Open,Reporter 3,Assignee 18,2023-03-21,2025-09-19 22:15:24.985808,913,41.42,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,587472.5,KRI,User_7,2023-03-21 19:40:00,file_access,CANADA,IN,900,27,6,567.5,67.20896303280374,6036,12.734,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0076,KEY-0076,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Resolved,Reporter 9,Assignee 14,2025-01-15,2025-01-20 00:00:00.000000,5,50.42,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,314600.0,KPI,User_78,2025-01-15 12:54:00,data_modification,CN,CN,900,28,24,2135.0,58.969076255513606,6045,14.934000000000001,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0077,KEY-0077,Unauthorized Access Leading to Data Exposure,1,Data Breach,Low,Open,Reporter 10,Assignee 8,2023-03-15,2025-09-19 22:15:24.985808,919,20.0,Critical,IT,Steps to resolve Unauthorized Access Leading to Data Exposure,1464520.0,KRI,User_44,2023-03-15 17:45:00,file_access,IN,IN,900,26,12,1282.5,37.47053339374628,6770,7.55,High,Flag for Review | Lock Account & Alert | Limit Data Transfer,Yellow-Orange
ISSUE-0078,KEY-0078,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,In Progress,Reporter 1,Assignee 4,2024-01-05,2025-09-19 22:15:24.985808,623,48.3,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,1306721.0,KPI,User_87,2024-01-05 13:31:00,login,CN,CN,1270,26,17,8864.0,26.10427892750898,4793,14.559999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0079,KEY-0079,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,Open,Reporter 5,Assignee 6,2024-04-28,2025-09-19 22:15:24.985808,509,39.07,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,1257836.0,KRI,User_24,2024-04-28 00:19:00,data_modification,EU,EU,2125,26,10,4889.0,38.05506674553463,4266,12.713999999999999,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0080,KEY-0080,Weak Authentication Protocols,1,Access Control,Critical,In Progress,Reporter 9,Assignee 8,2024-05-17,2025-09-19 22:15:24.985808,490,41.85,Critical,Legal,Steps to resolve Weak Authentication Protocols,1444601.0,KPI,User_58,2024-05-17 09:55:00,data_modification,AU,AU,2334,26,6,2825.0,67.00955627621026,6829,14.07,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0081,KEY-0081,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Open,Reporter 1,Assignee 4,2023-12-29,2025-09-19 22:15:24.985808,630,65.5,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,2594891.0,KRI,User_54,2023-12-29 09:26:00,data_modification,FR,JP,1895,26,6,3617.0,61.44539346982314,6600,18.300000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0082,KEY-0082,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,In Progress,Reporter 9,Assignee 7,2024-03-28,2025-09-19 22:15:24.985808,540,31.07,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,175342.5,KPI,User_97,2024-03-28 03:25:00,data_modification,AU,AU,2777,26,9,2880.0,60.3194726566988,5020,10.514,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0083,KEY-0083,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Open,Reporter 7,Assignee 17,2023-08-03,2025-09-19 22:15:24.985808,778,42.49,Critical,External Contractors,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1508624.0,KPI,User_31,2023-08-03 01:43:00,login,USA,USA,900,26,6,1811.0,23.14700132200957,3009,13.398,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0084,KEY-0084,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Resolved,Reporter 2,Assignee 5,2024-09-13,2024-09-14 00:00:00.000000,1,63.54,Critical,Sales,Steps to resolve Weak Cloud Storage Access Controls,1570514.0,KRI,User_46,2024-09-13 04:49:00,data_modification,UK,UK,942,26,28,8114.0,21.01733826315139,7949,17.858,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0085,KEY-0085,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Open,Reporter 8,Assignee 6,2023-10-30,2025-09-19 22:15:24.985808,690,54.16,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,2758412.0,KPI,User_61,2023-10-30 06:15:00,file_access,Unknown,Unknown,900,26,6,5444.0,50.662916600211766,5294,16.232,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0086,KEY-0086,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Closed,Reporter 2,Assignee 15,2025-05-08,2025-05-12 00:00:00.000000,4,81.08,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,1740203.0,KRI,User_83,2025-05-08 03:44:00,login,CANADA,USA,1273,26,13,1220.0,55.16009679525925,6818,21.066000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0087,KEY-0087,Weak Authentication Protocols,1,Access Control,High,Open,Reporter 6,Assignee 18,2025-07-19,2025-09-19 22:15:24.985808,62,62.51,Critical,Legal,Steps to resolve Weak Authentication Protocols,2755190.0,KPI,User_54,2025-07-19 13:01:00,file_access,FR,FR,1180,26,10,995.0,33.736511844685374,5604,17.402,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0088,KEY-0088,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 6,Assignee 3,2024-08-15,2025-09-19 22:15:24.985808,400,89.2,Critical,IT,Steps to resolve Insufficient Access Control Measures,1976894.0,KPI,User_62,2024-08-15 21:53:00,file_access,DE,DE,3145,31,13,1010.0,62.06254336441799,5033,22.89,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0089,KEY-0089,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,High,In Progress,Reporter 3,Assignee 8,2024-04-02,2025-09-19 22:15:24.985808,535,29.91,Critical,Finance,Steps to resolve Successful Phishing Attempt Targeting Executives,2189723.0,KRI,User_31,2024-04-02 20:10:00,login,CN,CN,900,26,6,1991.0,43.10798383171465,4247,10.881999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0090,KEY-0090,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 4,Assignee 12,2025-06-06,2025-06-11 00:00:00.000000,5,41.53,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2453840.0,KPI,User_41,2025-06-06 19:29:00,login,CN,CN,1730,26,10,3392.0,60.99278621401925,6194,13.806000000000001,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0091,KEY-0091,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Resolved,Reporter 5,Assignee 8,2023-11-10,2023-11-20 00:00:00.000000,10,15.56,Critical,C-Suite Executives,Steps to resolve Missing or Inaccurate Asset Records,1721300.0,KPI,User_14,2023-11-10 12:53:00,file_access,UK,EU,1623,26,21,1595.0,68.80395472676574,5856,8.161999999999999,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0092,KEY-0092,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,In Progress,Reporter 3,Assignee 6,2023-03-06,2025-09-19 22:15:24.985808,928,79.16,Critical,Sales,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2113425.0,KRI,User_73,2023-03-06 18:06:00,login,DE,DE,900,26,6,3160.0,63.93590375170926,7344,20.282000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0093,KEY-0093,Supplier Security Compliance Gaps,1,Procurement Security,High,Open,Reporter 3,Assignee 19,2024-08-03,2025-09-19 22:15:24.985808,412,63.58,Critical,IT,Steps to resolve Supplier Security Compliance Gaps,2206340.0,KPI,User_57,2024-08-03 11:48:00,file_access,EU,EU,900,26,31,2222.0,78.95198524903269,6139,17.916000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0094,KEY-0094,High-Volume Distributed Denial-of-Service Attack,1,DDOS,High,Closed,Reporter 9,Assignee 10,2024-10-01,2024-10-03 00:00:00.000000,2,76.19,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2917679.0,KRI,User_6,2024-10-01 12:21:00,file_access,USA,USA,900,26,10,2507.0,24.964340474091966,3782,19.738,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0095,KEY-0095,Unauthorized Access Leading to Data Exposure,1,Data Breach,Medium,Closed,Reporter 1,Assignee 8,2023-04-30,2023-05-06 00:00:00.000000,6,58.91,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,2315925.0,KRI,User_46,2023-04-30 05:54:00,login,IN,IN,1070,26,6,3517.5,57.98664420842392,7223,15.882,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0096,KEY-0096,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,In Progress,Reporter 10,Assignee 8,2025-06-09,2025-09-19 22:15:24.985808,102,20.23,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,806252.0,KRI,User_22,2025-06-09 16:02:00,data_modification,FR,FR,1479,26,28,1916.0,75.6420125325468,7272,9.745999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
