Issue ID,Issue Key,Issue Name,Category,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Age Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Severity,Num Files Accessed,Login Attempts,Session Duration in Second,Data Transfer MB
ISSUE-0077,KEY-0077,Unusual Data Access from External Locations,Data Leak,Resolved,Reporter 4,Assignee 13,2023-04-07,2023-04-09 00:00:00.000000,2,0.0,Low,Finance,Steps to resolve Unusual Data Access from External Locations,4682855.0,KRI,User_46,2023-04-07 21:48:00,file_access,['FR'],AU,Low,26,9,2355,3807.5
ISSUE-0078,KEY-0078,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Resolved,Reporter 3,Assignee 19,2023-04-26,2023-05-04 00:00:00.000000,8,63.46,Critical,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,2689890.0,KRI,User_70,2023-04-26 17:55:00,data_modification,['UK'],USA,Low,26,12,900,625.0
ISSUE-0079,KEY-0079,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Closed,Reporter 9,Assignee 2,2023-05-30,2023-06-07 00:00:00.000000,8,127.96,Critical,Legal,Steps to resolve Delayed Patching of Critical Vulnerabilities,4422184.0,KPI,User_84,2023-05-30 20:38:00,data_modification,['AU'],Unknown,Critical,26,17,1841,650.0
ISSUE-0080,KEY-0080,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,In Progress,Reporter 6,Assignee 11,2024-10-29,2024-11-07 19:53:43.863851,9,223.24,Critical,Sales,Steps to resolve Delayed Patching of Critical Vulnerabilities,3004726.0,KPI,User_34,2024-10-29 12:31:00,data_modification,['USA'],IN,Critical,26,6,1163,1262.0
ISSUE-0081,KEY-0081,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Closed,Reporter 6,Assignee 10,2023-05-07,2023-05-08 00:00:00.000000,1,52.81,Critical,Finance,Steps to resolve Critical Issues Not Detected in Last Penetration Test,3184775.0,KPI,User_19,2023-05-07 03:25:00,login,['CN'],['CN'],Low,26,18,900,4690.0
ISSUE-0082,KEY-0082,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Open,Reporter 1,Assignee 7,2023-11-17,2024-11-07 19:53:43.863851,356,8.97,High,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,712010.0,KRI,User_53,2023-11-17 13:49:00,data_modification,['Unknown'],CN,Low,26,12,931,2585.0
ISSUE-0083,KEY-0083,High Frequency of Policy Violations,Management Oversight,Open,Reporter 4,Assignee 15,2023-10-23,2024-11-07 19:53:43.863851,381,35.0,Critical,Finance,Steps to resolve High Frequency of Policy Violations,4376985.0,KPI,User_32,2023-10-23 23:06:00,file_access,['CN'],['CN'],Critical,26,10,2441,5402.0
ISSUE-0084,KEY-0084,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Open,Reporter 2,Assignee 8,2023-06-22,2024-11-07 19:53:43.863851,504,109.67,Critical,Legal,Steps to resolve Delayed Patching of Critical Vulnerabilities,2316270.0,KPI,User_36,2023-06-22 07:50:00,data_modification,['UK'],CANADA,Medium,26,9,900,4247.5
ISSUE-0085,KEY-0085,Lack of Updated Risk Management Procedures,Risk Management Maturity,Closed,Reporter 7,Assignee 6,2023-08-04,2023-08-13 00:00:00.000000,9,112.93,Critical,Finance,Steps to resolve Lack of Updated Risk Management Procedures,2335390.0,KPI,User_86,2023-08-04 23:35:00,login,['AU'],EU,High,26,3,1338,3614.0
ISSUE-0086,KEY-0086,Unusual Data Access from External Locations,Data Leak,Open,Reporter 6,Assignee 7,2024-07-25,2024-11-07 19:53:43.863851,105,133.88,Critical,Finance,Steps to resolve Unusual Data Access from External Locations,3535160.0,KRI,User_81,2024-07-25 20:17:00,file_access,['DE'],USA,Medium,27,18,1073,6470.0
ISSUE-0087,KEY-0087,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Resolved,Reporter 1,Assignee 14,2024-04-29,2024-05-04 00:00:00.000000,5,174.56,Critical,Legal,Steps to resolve Critical Issues Not Detected in Last Penetration Test,1564745.0,KPI,User_29,2024-04-29 08:27:00,data_modification,['AU'],JP,High,26,13,2139,1811.0
ISSUE-0088,KEY-0088,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Resolved,Reporter 2,Assignee 1,2023-09-27,2023-10-04 00:00:00.000000,7,71.49,Critical,IT,Steps to resolve Delayed Patching of Critical Vulnerabilities,5932474.0,KPI,User_2,2023-09-27 01:12:00,file_access,['DE'],DE,Medium,26,12,3402,1185.0
ISSUE-0089,KEY-0089,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Open,Reporter 3,Assignee 4,2023-08-01,2024-11-07 19:53:43.863851,464,17.02,Critical,Operations,Steps to resolve Delayed Patching of Critical Vulnerabilities,1668562.0,KPI,User_16,2023-08-01 12:14:00,login,['USA'],DE,Medium,26,21,900,2525.0
ISSUE-0090,KEY-0090,Unanticipated Increase in Risk Exposure,Risk Exposure,Open,Reporter 5,Assignee 11,2023-05-28,2024-11-07 19:53:43.863851,529,47.65,Critical,Sales,Steps to resolve Unanticipated Increase in Risk Exposure,984725.0,KRI,User_35,2023-05-28 21:20:00,data_modification,['AU'],CN,Low,26,12,900,1795.0
ISSUE-0091,KEY-0091,Newly Discovered Vulnerabilities in Core Systems,System Vulnerability,In Progress,Reporter 6,Assignee 4,2023-01-20,2024-11-07 19:53:43.863851,657,64.52,Critical,IT,Steps to resolve Newly Discovered Vulnerabilities in Core Systems,781930.0,KPI,User_91,2023-01-20 22:40:00,login,['IN'],UK,Low,26,15,1786,7402.5
ISSUE-0092,KEY-0092,Unusual Data Transfer Volumes Detected,Data Breach,Closed,Reporter 2,Assignee 9,2023-09-17,2023-09-26 00:00:00.000000,9,82.38,Critical,Sales,Steps to resolve Unusual Data Transfer Volumes Detected,4285445.0,KRI,User_8,2023-09-17 02:45:00,file_access,['EU'],DE,High,26,13,1447,5543.0
ISSUE-0093,KEY-0093,High Frequency of Policy Violations,Management Oversight,Open,Reporter 3,Assignee 12,2024-06-13,2024-11-07 19:53:43.863851,147,25.79,Critical,Sales,Steps to resolve High Frequency of Policy Violations,1719125.0,KPI,User_73,2024-06-13 20:43:00,login,['IN'],['IN'],Low,26,18,1060,1522.5
ISSUE-0094,KEY-0094,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Resolved,Reporter 9,Assignee 12,2024-05-04,2024-05-07 00:00:00.000000,3,46.77,Critical,Operations,Steps to resolve Delayed Patching of Critical Vulnerabilities,3076660.0,KPI,User_98,2024-05-04 00:12:00,file_access,['EU'],CANADA,High,46,10,900,4304.0
ISSUE-0095,KEY-0095,Sudden Increase in Unfiltered Traffic,Network Security,Resolved,Reporter 4,Assignee 10,2023-08-06,2023-08-11 00:00:00.000000,5,64.22,Critical,Operations,Steps to resolve Sudden Increase in Unfiltered Traffic,3441830.0,KPI,User_1,2023-08-06 09:45:00,login,['USA'],USA,Critical,26,10,1761,1427.0
ISSUE-0096,KEY-0096,Sudden Increase in Unfiltered Traffic,Network Security,Closed,Reporter 7,Assignee 5,2023-11-03,2023-11-07 00:00:00.000000,4,179.33,Critical,Sales,Steps to resolve Sudden Increase in Unfiltered Traffic,510035.0,KPI,User_50,2023-11-03 06:54:00,data_modification,['DE'],CN,Low,33,12,1764,1582.5
ISSUE-0097,KEY-0097,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Open,Reporter 8,Assignee 17,2024-08-05,2024-11-07 19:53:43.863851,94,7.7,High,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,1020412.0,KRI,User_20,2024-08-05 22:23:00,data_modification,['Unknown'],CANADA,Medium,27,12,900,1307.5
ISSUE-0098,KEY-0098,Delayed Patching of Critical Vulnerabilities,Vulnerability Remediation,Resolved,Reporter 6,Assignee 6,2024-01-07,2024-01-08 00:00:00.000000,1,73.43,Critical,Sales,Steps to resolve Delayed Patching of Critical Vulnerabilities,2124585.0,KPI,User_52,2024-01-07 17:19:00,login,['UK'],USA,Medium,26,12,900,2587.5
ISSUE-0099,KEY-0099,Unanticipated Increase in Risk Exposure,Risk Exposure,Resolved,Reporter 5,Assignee 8,2024-04-30,2024-05-04 00:00:00.000000,4,71.22,Critical,HR,Steps to resolve Unanticipated Increase in Risk Exposure,1124465.0,KRI,User_2,2024-04-30 02:15:00,file_access,['UK'],UK,High,26,6,900,4382.0
ISSUE-0100,KEY-0100,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Open,Reporter 2,Assignee 11,2023-06-24,2024-11-07 19:53:43.863851,502,187.44,Critical,HR,Steps to resolve Weak Access Controls on Critical Cloud Resources,575360.0,KRI,User_70,2023-06-24 03:23:00,data_modification,['Unknown'],JP,Critical,28,13,976,4115.0
ISSUE-0101,KEY-0101,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,Resolved,Reporter 1,Assignee 10,2023-12-24,2023-12-31 00:00:00.000000,7,109.38,Critical,Finance,Steps to resolve Weak Access Controls on Critical Cloud Resources,4883595.0,KRI,User_88,2023-12-24 10:12:00,file_access,['UK'],IN,Low,26,21,900,1755.0
ISSUE-0102,KEY-0102,Unanticipated Increase in Risk Exposure,Risk Exposure,In Progress,Reporter 2,Assignee 15,2023-04-12,2024-11-07 19:53:43.863851,575,57.37,Critical,HR,Steps to resolve Unanticipated Increase in Risk Exposure,2033905.0,KRI,User_88,2023-04-12 09:13:00,file_access,['EU'],EU,Critical,26,3,2108,1082.0
ISSUE-0103,KEY-0103,Significant Number of Untracked Devices,Asset Inventory Accuracy,Open,Reporter 3,Assignee 18,2023-03-11,2024-11-07 19:53:43.863851,607,45.81,Critical,IT,Steps to resolve Significant Number of Untracked Devices,3140910.0,KPI,User_6,2023-03-11 17:53:00,data_modification,['UK'],['UK'],High,31,10,900,1136.0
ISSUE-0104,KEY-0104,Lack of Updated Risk Management Procedures,Risk Management Maturity,Open,Reporter 10,Assignee 5,2024-04-21,2024-11-07 19:53:43.863851,200,19.05,Critical,Finance,Steps to resolve Lack of Updated Risk Management Procedures,1181704.0,KPI,User_82,2024-04-21 23:49:00,login,['FR'],['FR'],High,26,13,1551,2684.0
ISSUE-0105,KEY-0105,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Closed,Reporter 1,Assignee 7,2024-08-31,2024-09-09 00:00:00.000000,9,53.62,Critical,Operations,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,3484340.0,KPI,User_17,2024-08-31 10:20:00,data_modification,['FR'],DE,Medium,26,24,1024,1295.0
ISSUE-0106,KEY-0106,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Open,Reporter 1,Assignee 3,2023-01-11,2024-11-07 19:53:43.863851,666,0.0,Low,Finance,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,4321702.0,KRI,User_29,2023-01-11 15:41:00,file_access,['UK'],Unknown,Medium,26,9,1754,5815.0
ISSUE-0107,KEY-0107,Unusual Data Transfer Volumes Detected,Data Breach,Resolved,Reporter 8,Assignee 4,2024-10-24,2024-10-31 00:00:00.000000,7,73.51,Critical,Sales,Steps to resolve Unusual Data Transfer Volumes Detected,658210.0,KRI,User_31,2024-10-24 19:54:00,file_access,['Unknown'],['Unknown'],Critical,26,13,1165,5810.0
ISSUE-0108,KEY-0108,Multiple Unauthorized Access Attempts Detected,Access Control,Resolved,Reporter 10,Assignee 19,2024-07-06,2024-07-08 00:00:00.000000,2,87.23,Critical,HR,Steps to resolve Multiple Unauthorized Access Attempts Detected,1647568.0,KPI,User_37,2024-07-06 05:21:00,file_access,['JP'],EU,Critical,26,3,1122,1694.0
ISSUE-0109,KEY-0109,Unusual Data Access from External Locations,Data Leak,Resolved,Reporter 10,Assignee 19,2023-07-19,2023-07-21 00:00:00.000000,2,173.63,Critical,HR,Steps to resolve Unusual Data Access from External Locations,971295.0,KRI,User_46,2023-07-19 02:22:00,login,['JP'],['JP'],Medium,26,15,2358,1167.5
ISSUE-0110,KEY-0110,Unanticipated Increase in Risk Exposure,Risk Exposure,Resolved,Reporter 8,Assignee 17,2024-09-28,2024-10-03 00:00:00.000000,5,116.71,Critical,HR,Steps to resolve Unanticipated Increase in Risk Exposure,2003230.0,KRI,User_19,2024-09-28 06:17:00,file_access,['CANADA'],UK,Low,26,21,900,1650.0
ISSUE-0111,KEY-0111,Multiple Unauthorized Access Attempts Detected,Access Control,In Progress,Reporter 6,Assignee 8,2024-06-15,2024-11-07 19:53:43.863851,145,59.72,Critical,Legal,Steps to resolve Multiple Unauthorized Access Attempts Detected,4731990.0,KPI,User_56,2024-06-15 12:05:00,file_access,['JP'],IN,Critical,28,3,900,932.0
ISSUE-0112,KEY-0112,Multiple Unauthorized Access Attempts Detected,Access Control,In Progress,Reporter 5,Assignee 1,2023-02-19,2024-11-07 19:53:43.863851,627,176.69,Critical,Legal,Steps to resolve Multiple Unauthorized Access Attempts Detected,4709290.0,KPI,User_61,2023-02-19 13:58:00,file_access,['CANADA'],DE,Medium,26,15,996,2572.5
ISSUE-0113,KEY-0113,Potential Non-Compliance Detected in Sensitive Data Handling,Legal Compliance,Closed,Reporter 7,Assignee 3,2024-11-05,2024-11-07 00:00:00.000000,2,49.2,Critical,IT,Steps to resolve Potential Non-Compliance Detected in Sensitive Data Handling,1222790.0,KRI,User_3,2024-11-05 16:40:00,login,['EU'],Unknown,High,26,10,1749,5702.0
ISSUE-0114,KEY-0114,Targeted Phishing Campaign Against Executives,Phishing Attack,Closed,Reporter 9,Assignee 13,2024-01-26,2024-02-04 00:00:00.000000,9,124.53,Critical,IT,Steps to resolve Targeted Phishing Campaign Against Executives,956605.0,KRI,User_17,2024-01-26 03:20:00,login,['JP'],AU,Medium,26,15,1227,1242.5
ISSUE-0115,KEY-0115,Sudden Increase in Unfiltered Traffic,Network Security,In Progress,Reporter 9,Assignee 17,2024-05-10,2024-11-07 19:53:43.863851,181,40.13,Critical,Finance,Steps to resolve Sudden Increase in Unfiltered Traffic,3318140.0,KPI,User_35,2024-05-10 21:01:00,data_modification,['AU'],['AU'],Low,33,6,1130,537.5
ISSUE-0116,KEY-0116,Multiple Unauthorized Access Attempts Detected,Access Control,Resolved,Reporter 3,Assignee 11,2023-09-13,2023-09-14 00:00:00.000000,1,166.0,Critical,Finance,Steps to resolve Multiple Unauthorized Access Attempts Detected,4847194.0,KPI,User_88,2023-09-13 20:08:00,login,['Unknown'],FR,Low,26,12,1255,987.5
ISSUE-0117,KEY-0117,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Open,Reporter 6,Assignee 5,2023-05-22,2024-11-07 19:53:43.863851,535,14.65,Critical,Finance,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,4738180.0,KRI,User_4,2023-05-22 12:04:00,login,['UK'],CN,High,26,10,2953,2270.0
ISSUE-0118,KEY-0118,Significant Number of Untracked Devices,Asset Inventory Accuracy,Open,Reporter 8,Assignee 18,2024-01-23,2024-11-07 19:53:43.863851,289,44.44,Critical,Sales,Steps to resolve Significant Number of Untracked Devices,2342285.0,KPI,User_59,2024-01-23 18:17:00,data_modification,['FR'],CANADA,Low,26,12,900,3432.5
ISSUE-0119,KEY-0119,High Frequency of Policy Violations,Management Oversight,Resolved,Reporter 9,Assignee 16,2023-01-14,2023-01-18 00:00:00.000000,4,225.54,Critical,Sales,Steps to resolve High Frequency of Policy Violations,4721940.0,KPI,User_17,2023-01-14 10:22:00,data_modification,['FR'],IN,Low,26,15,910,1705.0
ISSUE-0120,KEY-0120,Weak Access Controls on Critical Cloud Resources,Cloud Security Posture,In Progress,Reporter 5,Assignee 19,2024-04-08,2024-11-07 19:53:43.863851,213,104.02,Critical,IT,Steps to resolve Weak Access Controls on Critical Cloud Resources,1142465.0,KRI,User_27,2024-04-08 13:49:00,login,['Unknown'],CN,High,26,13,1480,3662.0
ISSUE-0121,KEY-0121,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Open,Reporter 1,Assignee 11,2024-10-31,2024-11-07 19:53:43.863851,7,87.78,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,894310.0,KRI,User_3,2024-10-31 00:27:00,file_access,['FR'],['FR'],Medium,26,9,900,6422.5
ISSUE-0122,KEY-0122,Multiple Unauthorized Access Attempts Detected,Access Control,Closed,Reporter 8,Assignee 10,2023-12-11,2023-12-17 00:00:00.000000,6,38.1,Critical,HR,Steps to resolve Multiple Unauthorized Access Attempts Detected,852170.0,KPI,User_75,2023-12-11 14:04:00,data_modification,['Unknown'],IN,High,26,17,974,1541.0
ISSUE-0123,KEY-0123,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Resolved,Reporter 7,Assignee 9,2024-07-07,2024-07-16 00:00:00.000000,9,0.0,Low,Sales,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,4660510.0,KRI,User_69,2024-07-07 04:08:00,login,['EU'],AU,Medium,26,12,1383,4077.5
ISSUE-0124,KEY-0124,High Frequency of Policy Violations,Management Oversight,Open,Reporter 5,Assignee 7,2024-04-08,2024-11-07 19:53:43.863851,213,0.0,Low,Legal,Steps to resolve High Frequency of Policy Violations,3409660.0,KPI,User_95,2024-04-08 18:08:00,login,['IN'],USA,Medium,27,18,900,7455.0
ISSUE-0125,KEY-0125,Supplier Network Breach Exposure,Procurement Security,In Progress,Reporter 1,Assignee 11,2024-06-24,2024-11-07 19:53:43.863851,136,164.95,Critical,Sales,Steps to resolve Supplier Network Breach Exposure,1719640.0,KPI,User_32,2024-06-24 13:40:00,file_access,['Unknown'],['Unknown'],High,31,24,1647,2057.0
ISSUE-0126,KEY-0126,Critical Issues Not Detected in Last Penetration Test,Penetration Testing Effectiveness,Open,Reporter 8,Assignee 18,2023-12-17,2024-11-07 19:53:43.863851,326,60.24,Critical,HR,Steps to resolve Critical Issues Not Detected in Last Penetration Test,5507098.0,KPI,User_71,2023-12-17 16:43:00,data_modification,['FR'],IN,Critical,26,17,900,1130.0
ISSUE-0127,KEY-0127,Spike in Unauthorized Access Attempts,Unauthorized Access,Open,Reporter 8,Assignee 3,2024-04-12,2024-11-07 19:53:43.863851,209,138.05,Critical,Finance,Steps to resolve Spike in Unauthorized Access Attempts,1402845.0,KRI,User_79,2024-04-12 08:59:00,data_modification,['CANADA'],['CANADA'],Medium,26,12,959,3387.5
ISSUE-0128,KEY-0128,High Frequency of Policy Violations,Management Oversight,Open,Reporter 5,Assignee 7,2023-06-14,2024-11-07 19:53:43.863851,512,102.91,Critical,IT,Steps to resolve High Frequency of Policy Violations,5141350.0,KPI,User_87,2023-06-14 08:15:00,login,['FR'],['FR'],Critical,26,17,900,716.0
ISSUE-0129,KEY-0129,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Closed,Reporter 8,Assignee 3,2024-09-04,2024-09-12 00:00:00.000000,8,0.0,Low,IT,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,398482.0,KPI,User_100,2024-09-04 06:38:00,data_modification,['CN'],USA,Low,26,12,1846,1585.0
ISSUE-0130,KEY-0130,Unusual Data Access from External Locations,Data Leak,Closed,Reporter 2,Assignee 3,2024-07-29,2024-08-07 00:00:00.000000,9,112.17,Critical,IT,Steps to resolve Unusual Data Access from External Locations,715255.0,KRI,User_51,2024-07-29 16:39:00,login,['CN'],AU,Medium,26,12,900,16565.0
ISSUE-0131,KEY-0131,Multiple Unauthorized Access Attempts Detected,Access Control,Resolved,Reporter 8,Assignee 20,2023-02-03,2023-02-04 00:00:00.000000,1,46.6,Critical,Finance,Steps to resolve Multiple Unauthorized Access Attempts Detected,1620120.0,KPI,User_59,2023-02-03 15:45:00,login,['EU'],JP,Medium,26,9,900,1197.5
ISSUE-0132,KEY-0132,High-Volume Distributed Denial-of-Service Attack from Multiple Sources,DDOS,Closed,Reporter 1,Assignee 6,2023-04-27,2023-05-03 00:00:00.000000,6,111.91,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack from Multiple Sources,3705075.0,KRI,User_13,2023-04-27 11:46:00,file_access,['UK'],EU,High,26,17,1105,2513.0
ISSUE-0133,KEY-0133,Spike in Unauthorized Access Attempts,Unauthorized Access,In Progress,Reporter 2,Assignee 1,2023-01-25,2024-11-07 19:53:43.863851,652,0.0,Low,Sales,Steps to resolve Spike in Unauthorized Access Attempts,3757885.0,KRI,User_61,2023-01-25 02:48:00,login,['CN'],EU,Low,26,12,900,5590.0
ISSUE-0134,KEY-0134,Ineffective Access Controls in High-Sensitivity Areas,Control Effectiveness,Closed,Reporter 9,Assignee 18,2024-09-27,2024-10-06 00:00:00.000000,9,92.4,Critical,Finance,Steps to resolve Ineffective Access Controls in High-Sensitivity Areas,1378415.0,KPI,User_65,2024-09-27 08:28:00,file_access,['Unknown'],FR,Critical,26,17,900,4769.0
ISSUE-0135,KEY-0135,Multiple Unauthorized Access Attempts Detected,Access Control,Resolved,Reporter 8,Assignee 6,2024-04-14,2024-04-24 00:00:00.000000,10,103.83,Critical,IT,Steps to resolve Multiple Unauthorized Access Attempts Detected,3210710.0,KPI,User_59,2024-04-14 06:08:00,login,['FR'],['FR'],Medium,30,6,900,1077.5
